Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded
CYTK,$72.71 ,Aficamten - (FOREST-HCM) (OLE),Non-obstructive hypertrophic cardiomyopathy (HCM)Â ,Phase 3,4/5/2024,Phase 3 first cohort efficacy and safety datacompleting 1-year follow-up data from ACC.24 reported that treatment with aficamten for 48 weeks resulted in substantial and sustained reductions in averag,119,7489.47246,109.8718,69.18,72.71,71.56,0.049767123,0.033824455,-0.01011738,0.015086978,14.36557,0.00454,73.23969
OCGN,$1.83 ,OCU410 - (ArMaDa),Geographic Atrophy (GA)Â ,Phase 1/2,4/5/2024,"Phase 1/2 Data and Safety Monitoring Board (DSMB) convened and approved to proceed dosing with the medium dose of OCU410 in the dose-escalation phase of the study, noted April 5, 2024.",292,469.39945,103.0871,1.51,1.83,1.71,0.192206316,0.12438372,-0.01011738,0.015086978,13.79975,0.00937,38.06601
IGXT,$0.19 ,Buprenorphine Buccal Film - (Belbuca Biosimilar),PainÂ ,CRL,4/5/2024,"In an Amendment Acknowledgement received from the FDA by the company, the FDA granted priority review with a Generic Drug User Fee Act (GDUFA) date for review of the Amendment of March 8, 2024, unless",174,29.51722,0,0,0,0,#DIV/0!,#DIV/0!,-0.01011738,0.015086978,0,0,0
TARA,$3.63 ,TARA-002 - (ADVANCED-1),Non-muscle invasive bladder cancer (NMIBC)Â ,Phase 1b,4/5/2024,"Phase 1b data reported a complete response rate of 43% at three months, noted April 5, 2024.",38,41.50483,92.9852,4.02,3.63,3,-0.102049254,-0.292669614,-0.01011738,0.015086978,0.53737,0.09455,31.16703
TSVT,$4.92 ,Abecma (idecabtagene vicleucel; ide-cel),Multiple MyelomaÂ ,Approved,4/5/2024,"Approved April 5, 2024.",53,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,-0.01011738,0.015086978,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
BMY,$50.56 ,Abecma (idecabtagene vicleucel; ide-cel),Multiple MyelomaÂ ,Approved,4/5/2024,"Approved April 5, 2024.",,104013.2573,22.4379,51.4,51.32,48.28,-0.001557633,-0.062620776,-0.01011738,0.015086978,1.83812,0.05109,466.78342
CDTX,$23.20 ,CCR5-001,Colorectal cancerÂ ,Preclinical,4/5/2024,"Preclinical data shared at the AACR conference demonstrated potent efficacy in colorectal cancer mouse model, noted April 5 2024.",25,105.11809,58.148,21.6,23.2,16.2,0.071458964,-0.287682072,-0.01011738,0.015086978,0.19804,0.002,2.65867
CDTX,$23.20 ,CBO421,Tumor immune evasion preventionÂ ,Preclinical,4/5/2024,"Preclinical data shared at AACR data demonstrated improved efficacy compared to oleclumab in human triple-negative breast cancer cell lines, noted April 5, 2024.",25,105.11809,58.148,21.6,23.2,16.2,0.071458964,-0.287682072,-0.01011738,0.015086978,0.19804,0.002,2.65867
HOWL,$5.92 ,WTX-518,Solid tumorsÂ ,Preclinical,4/5/2024,"Preclinical data presented at AACR reported complete tumor regression in the MC38 mouse tumor model, noted April 5, 2024.",45,253.00417,119.2685,6,5.92,4.69,-0.01342302,-0.246326887,-0.01011738,0.015086978,1.01075,0.01455,0.54923
HOWL,$5.92 ,WTX-712,Solid tumorsÂ ,Preclinical,4/5/2024,"Preclinical data presented at AACR reported that treatment demonstrated inducibility and antitumor activity with regressions in the MC38 mouse tumor model, noted April 5, 2024.",45,253.00417,119.2685,6,5.92,4.69,-0.01342302,-0.246326887,-0.01011738,0.015086978,1.01075,0.01455,0.54923
JNJ,$152.39 ,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple MyelomaÂ ,Approved,4/5/2024,"FDA Approval on April 5, 2024.",,367226.8396,13.4207,152.5,152.39,147.52,-0.000721572,-0.033200836,-0.01011738,0.015086978,0.65728,0.1388,1033.66442
LEGN,$54.93 ,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple MyelomaÂ ,Approved,4/5/2024,"FDA Approval on April 5, 2024.",183,9992.3731,38.4153,55.14,54.93,52.92,-0.003815758,-0.041094066,-0.01011738,0.015086978,5.77745,0.03369,35.47055
AZN,$67.04 ,Trastuzumab deruxtecan - (DESTINY-CRC02),HER2-overexpressing/amplified (HER2+) metastatic colorectal cancer (mCRC)Â ,Phase 2,4/5/2024,"Phase 2 data showed a confirmed ORR of 51.4% and a median DoR range of 19.4 months, noted April 5, 2024.",,164633.5008,23.8531,107.36,106.2,110.64,-0.010863564,0.030094014,-0.01011738,0.015086978,0,0.22766,277.1461
AMRN,$1.05 ,VASCEPA (icosapent ethyl) - (REDUCE-IT),Cardiovascular diseaseÂ ,Phase 1,4/6/2024,Phase 1 data presented at the American College of Cardiology's Annual Scientific Session & Expo show that findings presented on VASCEPA/VAZKEPA utility in REDUCE-IT patient subgroups by baseline High/,20,431.20539,88.2212,21,21,19.14,0,-0.092742052,-0.002436594,0.022767764,4.42949,0.08408,0
XLO,$1.47 ,XTX501,Solid TumorsÂ ,Preclinical,4/7/2024,"Preclinical data shared at AACR reported superior PK profile compared to non-masked PD1/IL2 in mice, akin to PD1 antibodies, projected to achieve >95% PD-1 RO with once every 3 weeks (Q3W) dosing, no",51,41.36144,138.8019,1.2,1.2,1.18,0,-0.016807118,-0.002436594,0.022767764,0.16719,0.00871,0
REPL,$7.12 ,RP1 (vusolimogene oderparepvec) - (ARTACUS),Liver and kidney transplant recipients with recurrent Cutaneous squamous cell carcinomaÂ ,Phase 1/2,4/7/2024,"Phase 1/2 open-label data presented at AACR reported an overall response rate (ORR) of 34.8 percent (8 of 23 evaluable patients, including 5 complete responses and 3 partial responses) with most respo",78,451.81411,109.2251,7.36,7.36,7.14,0,-0.030347156,-0.002436594,0.022767764,11.27959,0.02094,0
ALNY,$156.04 ,Zilebesiran - (KARDIA-2),HypertensionÂ ,Phase 2,4/7/2024,"Phase 2 full data shared at the American College of Cardiology Scientific Sessions reported that zilebesiran demonstrated clinically significant and sustained placebo-adjusted, time-adjusted reduction",131,19417.98432,35.2499,153.56,153.56,148.5,0,-0.033506412,-0.002436594,0.022767764,2.12491,0.22756,0
ARWR,$25.70 ,Plozasiran (ARO-APOC3-2001) - (SHASTA-2),HypertriglyceridemiaÂ ,Phase 2,4/7/2024,"Phase 2 clinical data presented at ACC.24 reported a dose-dependent placebo-adjusted reductions in triglycerides, with Significant and durable triglyceride and APOC3 reductions to week 48, noted April",138,3194.06244,77.5738,25.78,25.78,24.7,0,-0.042795754,-0.002436594,0.022767764,7.42775,0.12943,0
BNTX,$89.31 ,Cevumeran (BNT122),Resected pancreatic ductal adenocarcinoma (PDAC)Â ,Phase 1,4/7/2024,"Phase 1 data presented at AACR reported that in 8 of 16 patients, autogene cevumeran elicited high-magnitude T cells specific to the encoded neoantigens. 98% of the T cells targeting individual neoant",239,21518.93353,34.132,90.52,90.52,86.48,0,-0.045657647,-0.002436594,0.022767764,1.29653,0.10852,0
IONS,$42.24 ,TRYNGOLZA (olezarsen),Familial Chylomicronemia Syndrome (FCS)Â ,Phase 3,4/7/2024,"Phase 3 trial met her primary endpoint, noted April 7, 2024.",159,6299.39267,34.54,43.22,43.22,41.74,0,-0.034843449,-0.002436594,0.022767764,6.6316,0.15992,0
ITOS,$12.22 ,EOS-984 - (APT-008),Adenosine on T and B cellsÂ ,Preclinical,4/7/2024,"Preclinical data presented at AACR reported a blockade of intracellular adenosine accumulation by EOS-984 enabled proliferation of memory T cells and TILs despite high adenosine concentrations, result",44,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,-0.002436594,0.022767764,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
INO,$11.34 ,GT-30,Cancer Vaccine in advanced hepatocellular carcinomaÂ ,Phase 1/2,4/7/2024,"Phase 1/2 trial has met primary endpoints of safety and immunogenicity and secondary endpoint for efficacy based on response rate, noted April 7, 2024.",53,275.65346,107.4811,11.795,11.795,11.03,0,-0.06705688,-0.002436594,0.022767764,8.8072,0.02043,0
EWTX,$16.88 ,EDG-7500 - (CIRRUS-HCM),Hypertrophic Cardiomyopathy (HCM)Â ,Preclinical,4/7/2024,Preclinical data presented at ACC blunted the HCM-mediated progressive slowing of LV diastolic relaxation; additionally the candidate preserved myocardial distensibility and maintained cardiac reserve,105,1579.15617,93.1117,16.96,16.96,16.37,0,-0.035407239,-0.002436594,0.022767764,4.81641,0.02114,0
SNDX,$22.81 ,Revuforj (revumenib) - (AUGMENT-101),Relapsed/refractory (R/R) acute leukemiasÂ ,Phase 2,4/8/2024,"Phase 2 data reported a complete remission (CR) or CR with partial hematological recovery (CRh) rate was 23%, and the overall response rate was 46%, noted April 8, 2024.",86,1938.38664,51.0945,22.89,22.81,21.62,-0.003501098,-0.057081322,-0.016060185,0.043398868,9.80155,0.2702,9.73326
ZYME,$9.62 ,ZW191,"Non-small cell lung cancer, endometrial cancer, and triple-negative breast cancerÂ ",Preclinical,4/8/2024,"Preclinical data reported superior internalization, payload delivery, and spheroid penetration to other FRÎ±-targeted multi-specific antibodies, noted April 8, 2024.",75,678.8663,46.4301,9.65,9.62,9.09,-0.003113651,-0.059783007,-0.016060185,0.043398868,5.60663,0.03155,2.92621
BMRN,â€”,BMN 401 (INZ-701) - (adults trial),ENPP1 deficiencyÂ ,Phase 1/2,4/8/2024,"Phase 2 topline data showed avorable safety, immunogenicity and clinical outcome data were maintained through 48 weeks in Cohorts 1-3 in ENPP1 Deficiency; Data from Cohort 4 support once weekly dosing",192,16467.60829,29.1894,86.95,87.28,91.51,0.003788101,0.051115015,-0.016060185,0.043398868,1.5711,0.05879,117.38881
MIST,$1.82 ,Etripamil - (NODE-303),Paroxysmal supraventricular tachycardia (PSVT)Â ,Phase 3,4/8/2024,Phase 3 data shared at ACC24 demonstrated that symptom-prompted treatment with etripamil was effective at restoring sinus rhythm as compared to placebo with a median time-to-conversion of 17.0 minutes,84,108.7032,102.344,1.8,1.82,1.755,0.011049836,-0.025317808,-0.016060185,0.043398868,0.80387,0.01554,0.45022
PSTX,$2.97 ,P-BCMA-ALLO1,Multiple myelomaÂ ,Phase 1,4/8/2024,Phase 1 clinical early update presented at AACR suggests patients with relapsed/refractory multiple myeloma who progressed after prior BCMA-targeted therapy achieved clinical responses with P-BCMA-AL,97,0,0,0,0,0,#DIV/0!,#DIV/0!,-0.016060185,0.043398868,0,0,0
KANT,â€”,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumorsÂ ,Phase 1/2,4/8/2024,"Phase 1/2 data presented at AACR showed a partial response and stable disease reported in combination cohort, and durable stable disease observed in monotherapy cohorts, noted April 8, 2024.",13,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),#VALUE!,#VALUE!,-0.016060185,0.043398868,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
VINC,$4.78 ,VIP236,Solid tumorsÂ ,Phase 1,4/8/2024,"Phase 1 initial data presented at AACR demonstrated positive signs of clinical activity, including tumor reduction, and an improved safety profile in heavily pretreated patients with metastatic solid",5,102.35596,152.4755,111,95.6,17.4,-0.149357381,-1.853059995,-0.016060185,0.043398868,4.03344,0.00269,10.60969
CRDF,$5.88 ,"Onvansertib, FOLFIRI and AVASTIN (bevacizumab) - (ONSEMBLE)",KRAS-Mutated Colorectal CancerÂ ,Phase 1/2,4/8/2024,Phase 1/2 data presented at AACR showed enhanced clinical efficacy signal in bev naÃ¯ve patients is consistent with results of randomized ONSEMBLE trial providing two independent data sets in second-li,66,262.70175,115.9133,5.84,5.88,5.28,0.006825965,-0.100804699,-0.016060185,0.043398868,6.29721,0.01782,4.97709
NUVL,$68.44 ,Zidesamtinib - (NVL-330) - (HEROEX-1),HER2-mutant tumorsÂ ,Preclinical,4/8/2024,"Preclinical data presented at AACR continue to support NVL-330's broad activity against HER2 oncogenic alterations, selectivity over wild-type EGFR, and differentiated brain-penetrant profile , Zidesa",72,4384.78915,41.5223,70.2,68.44,65.28,-0.025390862,-0.0726626,-0.016060185,0.043398868,11.0059,0.11771,86.92955
MRUS,$44.01 ,Zenocutuzumab (Zeno) in combination with Trastuzumab and Vinorelbine,Metastatic breast cancerÂ ,Preclinical,4/8/2024,"Phase 2 data presented at AACR data show that Zeno is effective in tumor cell killing in vitro and in vivo in high NRG1 expressing cancer models representing multiple different tumor types, April 8, 2",75,2581.19878,52.9413,44.7,44.01,41.27,-0.015556621,-0.079837658,-0.016060185,0.043398868,6.98709,0.25394,20.02195
GMAB,â€”,Zenocutuzumab (Zeno) in combination with Trastuzumab and Vinorelbine,Metastatic breast cancerÂ ,Preclinical,4/8/2024,"Phase 2 data presented at AACR data show that Zeno is effective in tumor cell killing in vitro and in vivo in high NRG1 expressing cancer models representing multiple different tumor types, April 8, 2",661,133454.9172,36.9417,2057,2051,2058,-0.002921132,0.000486027,-0.016060185,0.043398868,0,0.094,132.87609
INKT,$1.32 ,FAP-CAR-IL-15 iNKT (MiNK-215),Non-small cell lung cancer (NSCLC)Â ,Preclinical,4/8/2024,Preclinical data shared at AACR exhibits potent anti-tumor activity through multiple mechanisms including immune activation and eliminated MSS colorectal cancer liver metastases in human organoid mode,4,45.80275,84.4882,15.6,13.2,9.085,-0.167054085,-0.540646212,-0.016060185,0.043398868,0.13389,0.01656,0.60655
CADL,$6.43 ,Alpha 201-macro-1 (enLIGHTEN Discovery Platform),"Solid tumors, breast cancerÂ ",Preclinical,4/8/2024,"Preclinical data shared at AACR reported that treatment was shown to induce tertiary lymphoid structure formation, inhibit tumor growth, and improve response to immune checkpoint inhibitor therapy in",54,188.70422,217.8762,6.64,6.43,5.82,-0.032137425,-0.131811702,-0.016060185,0.043398868,0.50183,0.01595,99.97077
COGT,$6.52 ,CGT4255 - (ErbB2),Solid tumorsÂ ,Preclinical,4/8/2024,Preclinical data presented at AACR showed that data further demonstrate Cogent's capability to discover and advance potential best-in-class novel therapies for rare disease populations with high unmet,139,623.39934,149.775,6.71,6.52,6.5,-0.028724575,-0.031796774,-0.016060185,0.043398868,10.07551,0.00215,3.29282
AGEN,$9.31 ,BMS-986442 (AGEN1777),Solid tumorsÂ ,Preclinical,4/8/2024,"Preclinical data presented at AACR reported that treatment demonstrated superior immune activation as monotherapy and in combination with PD-(L)1 blockade compared to conventional anti-TIGIT mAb, note",31,195.00729,106.8075,10.074,9.31,6.5,-0.078868756,-0.43815567,-0.016060185,0.043398868,10.9199,0.04262,12.29673
ADCT,$5.09 ,ADCT-601 (mipasetamab uzoptirine),"Soft tissue sarcomas, pancreatic cancer and AXL-expressing non-small cell lung cancer (NSCLC)Â ",Phase 1b,4/8/2024,"Phase 1b additional data presented at AACR reported that due to the incidence of TEAE judged related to Mipa and the preliminary activity observed, 15mg was selected as the highest dose to be tested i",112,420.0754,139.9339,5,5.09,4.37,0.017839918,-0.134674903,-0.016060185,0.043398868,1.13868,0.03134,3.20478
ALXO,$12.14 ,ALX148 and Vidaza (azacitidine) - (ASPEN-02),Myelodysplastic syndromes (MDS)Â ,Phase 1,4/8/2024,"Phase 1 data presented at AACR reported that the combination results in high CR rates in patients with relapsed refractory iNHL, noted April 8, 2024.",53,608.84628,92.7385,12.23,12.14,12.89,-0.007386164,0.052559867,-0.016060185,0.043398868,5.8098,0.10737,10.85633
PYXS,$5.58 ,PYX-106,Solid TumorsÂ ,Preclinical,4/8/2024,Additional preclinical data shared at AACR reported that Siglec-15 and PD-L1 mRNA expression are not broadly mutually exclusive across cancer indications and instead expression of each gene varies bro,62,324.38423,108.6148,5.46,5.58,4.74,0.021739987,-0.141411654,-0.016060185,0.043398868,2.81013,0.02367,3.16234
ELTX,$8.66 ,ELI-002 (AMPLIFY-201),Solid TumorsÂ ,Phase 1,4/8/2024,Phase 1 trial data presented at AACR reported that a majority of patients who received ELI-002 booster immunizations maintained or increased mKRAS-specific T cell responses relative to baseline. Durab,16,88.51398,134.9312,8.85,8.66,9.23,-0.021702736,0.042041589,-0.016060185,0.043398868,0.27791,0.01395,1.19713
RIGL,$12.60 ,REZLIDHIA (olutasidenib) - (CONNECT),High-grade glioma (HGG) harboring an isocitrate dehydrogenase-1 (IDH1) mutationÂ ,Phase 2,4/8/2024,"Phase 2 showed induced durable composite complete remission in 43.8% of patients relapsed or refractory to prior venetoclax-based regimens, noted April 8, 2024.",17,220.97604,74.6803,12.9,12.6,11.5,-0.023530497,-0.114880276,-0.016060185,0.043398868,2.81941,0.11488,8.01427
PTN,$2.02 ,PL9643 - (MELODY-1),Dry eye disease (DED)Â ,Phase 3,4/8/2024,Phase 3 results presented at the ASCRS Conference 2024 included co-Primary symptom endpoint of pain met statistical significance and 7 of 11 secondary symptom endpoints met statistical significance (p,46,83.64869,73.3743,0.074,0.071,0.077,-0.041385216,0.039740329,-0.016060185,0.043398868,0,0.00178,0.01211
SUPN,$31.43 ,ONAPGO (apomorphine hydrochloride) injection (SPN-830),Motor fluctuations in Parkinsonâ€™s disease (PD)Â ,CRL,4/8/2024,"CRL announced April 8, 2024.",56,1720.31967,40.5167,33.55,31.43,29.99,-0.065274013,-0.112172871,-0.016060185,0.043398868,8.99609,0.09086,24.8198
ORIC,$10.75 ,ORIC-944,Metastatic castration resistant prostate cancer (mCRPC)Â ,Preclinical,4/8/2024,"Preclinical data demonstrated that EED and EZH2 inhibitors act through the same mechanism of action, making prostate cancer cells more susceptible to AR inhibition, noted April 8, 2024.",97,724.29036,70.7196,10.97,10.75,9.54,-0.02025852,-0.139670789,-0.016060185,0.043398868,10.2825,0.12339,5.40708
PFE,$25.84 ,DOVATO (Dolutegravir and lamivudine) - (DANCE),HIV-1 infection in adolescents 12 years + and weighing at least 25 kg with no antiretroviral (ARV) treatment historyÂ ,Approved,4/8/2024,"FDA Approved on April 8, 2024.",,150510.3475,26.873,26.66,26.58,25.91,-0.003005261,-0.02853532,-0.016060185,0.043398868,1.2654,0.03367,649.38534
ENTX,$1.95 ,EB613,OsteoporosisÂ ,Phase 2,4/8/2024,"Phase 2 publication in the Journal of Bone Mineral Research showed that despite the superior benefits of bone building (anabolic) agents and guidelines supporting their use, these medications are used",45,69.18862,108.2337,1.985,1.95,2.52,-0.017789542,0.238639987,-0.016060185,0.043398868,0.02281,0.00662,0.70408
CHRS,$2.51 ,CHS-1000,Solid TumorsÂ ,Preclinical,4/8/2024,"Preclinical studies showed a high affinity for human ILT4, reverses ILT4-mediated immunosuppressive functions, leading to activation of immune cells and increased cytokine secretion, noted April 8, 20",116,282.91337,117.632,2.43,2.51,2.2,0.032391496,-0.099433897,-0.016060185,0.043398868,22.98948,0.05653,5.2981
NVCT,$7.81 ,NXP900,Non-small cell lung cancer (NSCLC)Â ,Phase 1,4/8/2024,"Phase 1 data presented at AACR demonstrated that the combination reverses resistance to osimertinib versus osimertinib alone, noted April 8, 2024.",25,138.77452,85.5507,7.78,7.81,6.41,0.003848626,-0.193697067,-0.016060185,0.043398868,4.31145,0.00793,0.18998
CCCC,$7.66 ,CFT1946,Solid tumorsÂ ,Preclinical,4/8/2024,"Preclinical data reported that a CFT1946 as a single agent and in combination with cetuximab demonstrates superior activity to the standard of care combination, BRAFi with cetuximab, in all CRC models",71,525.48113,189.3951,7.52,7.66,6.86,0.018445846,-0.091858696,-0.016060185,0.043398868,7.70697,0.05637,7.94621
CORT,$24.23 ,Relacorilant plus ABRAXANE (nab-paclitaxel) - (ROSELLA),Ovarian cancerÂ ,Phase 3,4/8/2024,"Phase 3 enrollment completed, noted April 8, 2024.",105,2508.22631,62.5862,25.2,24.23,23.15,-0.03925246,-0.084849214,-0.016060185,0.043398868,19.52845,0.01165,23.08751
INMB,$10.36 ,INB03,MUC4 expressing cancerÂ ,Phase 1,4/8/2024,Trial data reported that the increase in T cell infiltrate did not occur unless both anti-HER2 and INB03 immunotherapy were used in combination. Decreases in T cell and macrophage immune checkpoint p,26,185.97004,72.2976,10.34,10.36,9.58,0.001932368,-0.076342277,-0.016060185,0.043398868,8.04625,0.0216,2.31955
BMRN,â€”,BMN 401 (INZ-701),ABCC6 deficiencyÂ ,Phase 1/2,4/8/2024,"Phase 1/2 topline data reported a reduction or stabilization of cIMT was observed across all dose cohorts, and increased choroidal thickness was observed across all dose cohorts, noted April 8, 2024.",192,16467.60829,29.1894,86.95,87.28,91.51,0.003788101,0.051115015,-0.016060185,0.043398868,1.5711,0.05879,117.38881
MRKR,$4.71 ,Neldaleucel (MT-601) - (APOLLO),Lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell treatmentÂ ,Phase 1,4/8/2024,"Phase 1 data reported that the initial dose level was well tolerated and demonstrated durable objective responses after MT-601 treatment, noted April 8, 2024.",12,41.93265,101.6656,4.67,4.71,4.44,0.008528836,-0.050504695,-0.016060185,0.043398868,1.68151,0.00777,0.09578
NVS,$95.48 ,Leqvio - (V-INITIATE),Low-density lipoprotein cholesterol (LDL-C) in patients with atherosclerotic cardiovascular disease (ASCVD)Â ,Phase 3,4/8/2024,"Phase 3b data reported significant reductions in LDL-C compared to those receiving usual care (60% vs. 7%), noted April 8, 2024.",,1306.28195,51.1609,4.21,4.21,4.3,0,0.021152375,-0.016060185,0.043398868,0,0.00056,0
NXTC,$2.05 ,LNCB74,B7-H4 expressing cancersÂ ,Preclinical,4/8/2024,"Preclinical data reported durable tumor regression in multiple CDX and PDX tumor models, suggesting activity comparable or superior to competitor B7-H4 targeting ADCs, noted April 8, 2024.",2,57.2012,81.669,26.16001,24.60001,20.04001,-0.061485059,-0.266501134,-0.016060185,0.043398868,3.0093,0.06988,0.33645
OCS,$10.76 ,OCS-01 - (OPTIMIZE-2),Inflammation and pain following ocular surgeryÂ ,Phase 3,4/8/2024,"Phase 3 trial data reported that 57.2% of patients treated with OCS-01 were inflammation free (i.e. absence of anterior chamber cells) at Day 15, and 75.5% had absence of ocular pain at Day 4, noted A",43,394.35083,43.2457,11.16,10.76,12.03,-0.036500402,0.075067573,-0.016060185,0.043398868,0.12882,0.00951,0.08709
CVKD,$6.13 ,tecarfarin - (ARIES-HM3),Thromboembolism and thrombosisÂ ,Phase 2,4/9/2024,"FDA granted orphan drug designation, noted April 9, 2024.",2,6.54266,123.1122,7.65,6.1305,5.8485,-0.221429335,-0.26852043,0.004990307,0.054442169,0.26246,0.02223,2.49104
ATOS,$1.84 ,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancerÂ ,Phase 2,4/9/2024,"Phase 2 data shared at AACR showed that a Among the six patients who were treated for a total of 24-weeks, magnetic resonance imaging (MRI) central review demonstrated target lesion decreases in all",129,230.55948,72.9284,1.75,1.84,1.54,0.050149784,-0.127833372,0.004990307,0.054442169,8.43033,0.03839,7.10928
LLY,$754.94 ,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancerÂ ,Phase 2,4/9/2024,"Phase 2 data shared at AACR showed that a Among the six patients who were treated for a total of 24-weeks, magnetic resonance imaging (MRI) central review demonstrated target lesion decreases in all",946,682096.1216,28.2202,777.29,757.24,746.74,-0.026133267,-0.040096445,0.004990307,0.054442169,0.60178,0.00582,1866.47317
IMRX,$2.19 ,Atebimetinib (IMM-1-104) + mGnP,"Solid tumors, pancreatic cancer, melanomaÂ ",Preclinical,4/9/2024,Preclinical data presented at AACR demonstrated that combining IMM-1-104 with chemotherapies used in the treatment of first-line pancreatic cancer yielded deeper and more durable tumor growth inhibiti,36,64.13037,159.4041,2.12,2.19,1.84,0.032485455,-0.141650517,0.004990307,0.054442169,9.82096,0.16422,0.86856
CMPX,$1.67 ,CTX-009 in combination with paclitaxel,Biliary Tract Cancer (cholangiocarcinoma)Â ,Preclinical,4/9/2024,Preclinical data presented at AACR suggest that the combination of CTX-009 and CTX-471 could re-establish anti-tumor immunity in patients whose tumors have either downregulated or lost MHC-I expressio,138,229.77392,82.9639,1.7,1.67,1.57,-0.017804625,-0.079552632,0.004990307,0.054442169,1.18007,0.0208,0.40601
MTEM,$1.85 ,MT-6402,Solid tumorsÂ ,Phase 1,4/9/2024,"Phase 1 interim data presented at AACR showed that drug has been well tolerated with no drug-related Grade 4 or Grade 5 adverse events observed, noted April 9, 2024.",6,9.9424,0,0,0,0,#DIV/0!,#DIV/0!,0.004990307,0.054442169,0,0,0
NRIX,$17.48 ,NX-5948,B-cell malignancies / graft-versus-host diseaseÂ ,Phase 1a,4/9/2024,Additional data with higher dose levels and longer treatment duration were reported at AACR; The company presented new case studies demonstrating clinical responses in two patients with B cell maligna,76,859.15588,91.0673,13.8,17.48,14.65,0.236388778,0.059771743,0.004990307,0.054442169,14.17901,0.21503,33.38701
IOBT,$1.61 ,IO102-IO103 - (IOB-032),Squamous cell carcinoma of the head and neck (SCCHN)Â ,Phase 1/2,4/9/2024,"Phase 1/2 early data presented at AACR demonstrated the mechanism. Based on these results the company hopes to confirm its ongoing Phase 3 pivotal study, noted April 9, 2024.",65,106.06827,68.8127,1.54,1.61,1.51,0.044451763,-0.019672766,0.004990307,0.054442169,0.10352,0.06338,0.10657
RAPT,$8.44 ,tivumecirnon (FLX475) in combination with pembrolizumab,Advanced CancerÂ ,Phase 2,4/9/2024,"Phase 2 data shared at AACR confirmed an objective response rate (ORR) of 15.6% in all patients regardless of PD-L1 or HPV status, noted April 9, 2024.",16,293.70943,209.3697,66.56,67.52,65.04,0.014320054,-0.023101331,0.004990307,0.054442169,8.55399,0.07872,13.09483
FHTX,$7.48 ,FHD-909 (LY4050784),Non-small cell lung cancer (NSCLC)Â ,Preclinical,4/9/2024,"Preclinical data presented at AACR demonstrated favorable tolerability and dose-dependent single agent activity in BRG1 mutated cancers preclinically, noted April 9, 2024.",56,318.39296,124.8815,7.17,7.48,6.03,0.042327137,-0.173158644,0.004990307,0.054442169,2.80103,0.04787,0.38751
LLY,$754.94 ,FHD-909 (LY4050784),Non-small cell lung cancer (NSCLC)Â ,Preclinical,4/9/2024,"Preclinical data presented at AACR demonstrated favorable tolerability and dose-dependent single agent activity in BRG1 mutated cancers preclinically, noted April 9, 2024.",946,682096.1216,28.2202,777.29,757.24,746.74,-0.026133267,-0.040096445,0.004990307,0.054442169,0.60178,0.00582,1866.47317
INAB,$1.09 ,INB-300,Solid TumorsÂ ,Preclinical,4/9/2024,"Preclinical data presented at AACR supports potential for proprietary nsCAR platform to selectively eliminate cancer cells while preserving healthy tissue, noted April 9, 2024.",4,47.18317,132.2812,32.70003,32.70003,29.40903,0,-0.106074225,0.004990307,0.054442169,0.11924,0.00307,2.50044
TPST,$3.87 ,TPST-1120,renal cell carcinoma (RCC)Â ,Preclinical,4/9/2024,"Preclinical data shared at AACR showed that TPST-1120 increases infiltrating cytotoxic CD8+ T cells in the tumor microenvironment, consistent with modulation of the tumor microenvironment to a more im",4,85.88312,560.2734,51.86998,50.30998,43.54999,-0.030536736,-0.174830729,0.004990307,0.054442169,4.3696,0.0001,2.94595
AZN,$67.99 ,FPI-2265 - (AlphaBreak),Prostate cancerÂ ,Phase 2,4/9/2024,"Phase 2 preliminary data presented at AACR demonstrate that FPI-2265 is active in heavily pretreated patients with progressive metastatic castration-resistant prostate cancer (mCRPC), including those",,165997.6955,23.8594,106.1,107.08,108.78,0.009194173,0.024945448,0.004990307,0.054442169,0,0.22766,183.79008
