row_id,sent_id,text,aspects,polarity,opinion_sample
1436,1436_0,"Preclinical data presented at ADA support the potential of SRK-439 to increase lean mass and contribute to a favorable body composition following withdrawal from GLP-1 RA treatment, noted June 24, 202",clinical,NEU,withdrawal
1437,1437_0,"Preclinical data presented at ADA showed that treatment induces insulin production, improves insulin sensitivity and reduces insulin resistance in preclinical model of type 2 diabetes, noted June 24,",clinical,POS,data presented at ADA
1442,1442_0,"Phase 3 trial did not meet statistical significance for the primary endpoint of disease-free survival (DFS) versus placebo, noted June 25, 2024.","endpoint,phase",NEG,did not meet
1443,1443_0,"Phase 3 trial demonstrated a statistically significant and clinically meaningful improvement in the primary endpoint, noted June 25, 2024.","endpoint,phase",POS,statistically significant
1444,1444_0,"Phase 3 dosing initiated, noted June 25, 2024.","phase,clinical",POS,dosing initiated
1448,1448_0,"Phase 1b/2a data reported a 46% mean reduction in CSF mutant huntingtin (mHTT) protein compared to placebo, preservation of wild-type huntingtin (wtHTT) protein, and generally safe and well-tolerated","safety,phase",POS,well-tolerated
1449,1449_0,"Phase 3 data showed no evidence of tachyphylaxis, tolerance, or withdrawal with the 180 mcg dose over seven days of as-needed treatment.",phase,NEG,withdrawal
1452,1452_0,"CRL issued June 25, 2024.",regulatory,NEG,CRL
1454,1454_0,"Pivotal trial topline results reported that the trial met its standard bioequivalence (BE) criteria, noted June 25, 2024.","phase,clinical",POS,met
1455,1455_0,"Phase 1 data treatment was well-tolerated, with rapid viral elimination and no disease progression observed.","safety,phase",POS,well-tolerated
1460,1460_0,"Phase 3 data reported that the trial met its primary endpoint, noted June 26, 2024.","endpoint,phase",POS,met
1463,1463_0,"Phase 3 trial did not meet its primary endpoint, noted June 26, 2024.","endpoint,phase",NEG,did not meet
1464,1464_0,"Phase 1 data presented at ESMO GI reported an overall response (OR) across tumor types was 18.2% (n=33), including four confirmed and two unconfirmed partial responses (PR), noted June 26, 2024.","endpoint,sample,phase,clinical",POS,data presented at ESMO
1465,1465_0,"Approved June 26, 2024.",catalyst,POS,Approved
1466,1466_0,"Approved June 26, 2024.",catalyst,POS,Approved
1467,1467_0,"CRL announced June 27, 2024.",regulatory,NEG,CRL
1468,1468_0,"Approved June 27, 2024.",catalyst,POS,Approved
1469,1469_0,"Approved June 27, 2024.",catalyst,POS,Approved
1470,1470_0,"Phase 2 data reported that 100% (6/6) of evaluable participants who had completed the six-month study achieved target ANC increase, noted June 27, 2024.",phase,POS,achieved
1472,1472_0,"Phase 1/2 demonstrates favorable safety and pharmacodynamic profile dosing 0.5 mg using a 21/7 schedule; currently assessing 0.75 mg dose level, noted June 27, 2024.","safety,phase",POS,favorable safety
1476,1476_0,"Second part of Phase 3 trial enrollment completed, noted June 27, 2024","phase,enrollment",POS,enrollment completed
1477,1477_0,Phase 2b data reported that the trial met with statistically significant dose response with up to 43.6% relative reduction (2.1 day improvement) in median time to solid food tolerance versus placebo i,phase,POS,met
1483,1483_0,"CRL issued June 28, 2024.",regulatory,NEG,CRL
1485,1485_0,"Phase 2 data reported that in the NEST-2 cohort, 78% (7/9) of MSS patients achieved pathologic responses of at least 50% tumor regression, with 56% (5/9) reaching complete pathologic responses, noted",phase,POS,achieved
1487,1487_0,"Phase 1 data reported that the trial met its objective, demonstrating a favorable safety and tolerability profile with no serious adverse events, noted July 1, 2024.","safety,phase",NEU,met
1489,1489_0,Phase 3 study showed that the objective response rate by blinded independent central review in the fully enrolled ENVASARC pivotal trial in the 82 evaluable patients is 5% (four responders) and did no,"phase,enrollment",POS,fully enrolled
1490,1490_0,"Phase 2 enrollment completed for the study in Europe at 0.3 mg/kg dose level, with data expected later this year.","phase,enrollment",POS,enrollment completed
1492,1492_0,"Phase 1b study dosing initiated, noted July 1, 2024.","phase,clinical",POS,dosing initiated
1493,1493_0,"Phase 1b study dosing initiated, noted July 1, 2024.","phase,clinical",POS,dosing initiated
1494,1494_0,"Phase 2b trial met primary endpoint with statistical significance, noted July 2, 2024.","endpoint,phase",POS,met
1496,1496_0,"FDA approval for ANDA, noted July 2, 2024.",regulatory,POS,FDA approval
1497,1497_0,Phase 3 update showed dose-dependent and statistically significant improvements in cognition in the overall enrolled PD population.,phase,POS,statistically significant
1497,1497_1,Buntanetap's activity resulted in statistically significant improvem,catalyst,POS,statistically significant
1498,1498_0,"Fast track designation, granted by the FDA, noted July 2, 2024.",regulatory,POS,Fast track
1500,1500_0,"Phase 1 data presented at ISPNO 2024 showed that overall, the treatment was well tolerated by patients.","safety,phase",POS,well tolerated
1503,1503_0,"Approved July 2, 2024.",catalyst,POS,Approved
1505,1505_0,"Phase 3 additional results from study presented at the 7th World Bronchiectasis Conference confirmed that the study met its primary endpoint, with both 10 mg and 25 mg doses significantly reducing the","endpoint,phase",POS,met
1508,1508_0,"Phase 2 trial data reported significant improvement of the viability of segments from baseline to six months, noted July 8, 2024.","phase,clinical",POS,significant improvement
1509,1509_0,"Fast track designation granted by the FDA, noted July 8, 2024.",regulatory,POS,Fast track
1510,1510_0,"Phase 2b topline data reported that the trial did not meet its primary endpoint of efficacy against moderate or severe acute gastroenteritis (AGE) events due to GI.1 or GII.4 norovirus genotypes, note","endpoint,phase,clinical",NEG,did not meet
1516,1516_0,"Phase 2 trial ethic approval announced July 9, 2024.","phase,regulatory",POS,approval
1517,1517_0,"BLA resubmitted on July 9, 2024.",regulatory,POS,BLA resubmitted
1518,1518_0,"BLA resubmitted on July 9, 2024.",regulatory,POS,BLA resubmitted
1521,1521_1,"No discontinuations or serious adverse events were reported, noted July 9, 2024.",safety,NEG,serious adverse events
1528,1528_0,"FDA Approved on July 9, 2024.",regulatory,POS,FDA Approved
1530,1530_0,"Swine Model data reported that treatment was well-tolerated by all of the pigs and demonstrated a long-term, slow-release profile, noted July 10, 2024.",safety,POS,well-tolerated
1531,1531_0,"Data reported a 68% improvement in responder rate results from patients who achieved both the conjunctival staining ""sign"" and ocular pain ""symptom"" endpoints, noted July 10, 2024.",catalyst,POS,achieved
1536,1536_0,"CRL announced July 10, 2024.",regulatory,NEG,CRL
1538,1538_0,"Phase 2 trial enrollment completed, noted July 11, 2024.","phase,enrollment",POS,enrollment completed
1539,1539_0,"Fast Track designation application submitted to the FDA, noted July 11, 2024.",regulatory,POS,Fast Track
1541,1541_0,"Phase 1/2 dosing initiated in China, noted July 12, 2024.","phase,clinical",POS,dosing initiated
1542,1542_0,"NDA submitted July 12, 2024.",regulatory,POS,NDA submitted
1545,1545_0,"Phase 1a data reported that treatment was well tolerated with no treatment-related serious adverse events, noted July 15, 2024.",safety,NEU,well tolerated
1549,1549_0,"FDA ANDA Approval on July 15, 2024.",regulatory,POS,Approval
1550,1550_0,"Phase 2a final 320mg data of the cohort met its primary endpoint of safety, demonstrating that bexotegrast was well tolerated up to 40 weeks of treatment, noted July 15, 2024.","endpoint,safety,phase",POS,met
1551,1551_0,"IND Cleared by the FDA, noted July 15, 2024.",regulatory,POS,Cleared by the FDA
1552,1552_0,"FDA granted Regenerative Medicine Advanced Therapies (RMAT) designation, noted July 15, 2024.",regulatory,POS,FDA granted
1555,1555_0,Company received FDA approval to use a new crystalline form of their drug buntanetap in future clinical trials for neurodegenerative disorders following June's 2024 patent filings for the new crystal,regulatory,POS,FDA approval
1558,1558_0,"Phase 2a trial enrollment completed, noted July 16, 2024.","phase,enrollment",POS,enrollment completed
1559,1559_0,"IND Cleared by the FDA, noted July 16, 2024.",regulatory,POS,Cleared by the FDA
1560,1560_0,Phase 2 24-week data reported reduction in anti-VEGF injection treatment burden through Week 24 achieved in 30 patients at planned Phase 3 dose (3E10 vg/eye) with 89% reduction in annualized injection,"sample,phase",POS,achieved
1566,1566_0,"Phase 3 enrollment completed, noted July 18, 2024","phase,enrollment",POS,enrollment completed
1567,1567_0,"Phase 2 study update following a Type C Meeting with the FDA which stated that it was open to considering the accelerated approval pathway, noted July 18, 2024.","phase,regulatory",POS,approval
1568,1568_0,"Phase 2 preliminary data showed a 19.4% overall response rate and 90% 6-month survival rate, and FDA advice against seeking Accelerated Approval.","phase,regulatory",POS,Approval
1569,1569_1,"A top responder patient achieved 9.1 months of progression-free survival, quadrupling the PFS of patients in similar studies.",endpoint,POS,achieved
1570,1570_0,"FDA Approved on July 18, 2024.",regulatory,POS,FDA Approved
1571,1571_0,"Phase 1 SAD data reported no serious adverse events or severe treatment-emergent adverse events, noted July 18, 2024.","safety,phase",NEG,serious adverse events
1572,1572_0,"Phase 3 trial met its primary end point, noted July 18, 2024.",phase,POS,met
1574,1574_0,Phase 3 did not meet the primary endpoint of reduced acute pelvic pain compared to the Sham treatment at three months post-procedure.,"endpoint,phase",NEG,did not meet
1577,1577_0,"IND Cleared by the FDA, noted July 22, 2024",regulatory,POS,Cleared by the FDA
1584,1584_0,"Phase 3 Type-C meeting FDA feedback resulted in successful preparatory regulatory interactions for the design of this registrational trial, noted July 22, 2024.",phase,POS,successful
1585,1585_0,"Phase 2 Run-in cohort enrollment completed, noted July 22, 2024.","phase,enrollment",POS,enrollment completed
1586,1586_0,"Phase 2 Run-in cohort enrollment completed, noted July 22, 2024.","phase,enrollment",POS,enrollment completed
1587,1587_0,"Phase 3 study did not meet its primary endpoint, noted July 23, 2023.","endpoint,phase",NEG,did not meet
1589,1589_0,"Phase 2 dosing initiated, noted July 23, 2024.","phase,clinical",POS,dosing initiated
1590,1590_0,"Phase 2b/3 study met its primary safety and efficacy endpoints, including reducing medically attended lower respiratory infections (MALRI) caused by RSV through Day 150, noted July 23, 2024.","safety,phase",POS,met
1591,1591_0,"IND cleared by the FDA for collaborator Moffitt Cancer Center, noted July 23, 2024.",regulatory,POS,cleared by the FDA
1592,1592_0,"Phase 2 enrollment completed, noted July 23, 2024.","phase,enrollment",POS,enrollment completed
1599,1599_0,"Fast Track Designation (FTD) granted by the FDA, noted July 23, 2024.",regulatory,POS,Fast Track
1601,1601_0,"Phase 3 data met its primary and key secondary objectives of superiority compared to prophylaxis, noted on July 24, 2024.","phase,financial",POS,met
1602,1602_0,"Fast track designation granted by the FDA, noted July 24, 2024.",regulatory,POS,Fast track
1603,1603_0,"Phase 3 study dosing initiated, noted July 24, 2024.","phase,clinical",POS,dosing initiated
1604,1604_0,"Phase 3 study dosing initiated, noted July 24, 2024.","phase,clinical",POS,dosing initiated
1605,1605_0,"Phase 2b topline data did not demonstrate a statistically significant dose-response relationship on the primary endpoint in participants with essential tremor, noted July 24, 2025.","endpoint,phase,clinical",POS,statistically significant
1606,1606_0,"Phase 2b topline data did not demonstrate a statistically significant dose-response relationship on the primary endpoint in participants with essential tremor, noted July 24, 2025.","endpoint,phase,clinical",POS,statistically significant
1608,1608_0,"Phase 1b/2a unblinded safety data indicated that SON-080 was well-tolerated at both doses, with no evidence of a pro-inflammatory cytokine response, noted July 24, 2024.","safety,phase",POS,well-tolerated
1609,1609_0,"FDA supplemental Approval on July 24, 2024.",regulatory,POS,Approval
1614,1614_0,"Fast Track designation granted by the FDA, noted July 25, 2024.",regulatory,POS,Fast Track
1615,1615_0,"Fast Track designation granted by the FDA, noted July 25, 2024.",regulatory,POS,Fast Track
1616,1616_0,"FDA Approval of label expansion on patients 12 months and older, noted July 25, 2024.",regulatory,POS,FDA Approval
1617,1617_0,"Phase 2 topline 15-week data met its primary safety and tolerability endpoint and demonstrated anti-fibrotic, anti-inflammatory, and anti-cholestatic effects across multiple disease-related secondary","safety,phase,financial",POS,met
1622,1622_0,"IND cleared by the FDA, noted July 25, 2024.",regulatory,POS,cleared by the FDA
1624,1624_0,"Phase 3 data met all primary and secondary pharmacokinetic endpoints, study expected to be completed by late 3Q / early 4Q 2024.","phase,financial",POS,met
1624,1624_1,"NDA filing expected 4Q 2024/ early 1Q 2025, noted July 25, 2024.",regulatory,POS,NDA filing
1627,1627_0,"FDA Oncologic Drugs Advisory Committee (ODAC) acknowledged that treatment met the primary endpoint of event-free survival (EFS), noted July 25, 2024.",endpoint,POS,met
1628,1628_0,"Phase 1/2 trial FDA granted Orphan drug designation and Rare Pediatric Disease Designation, noted July 25, 2024.","phase,regulatory",POS,FDA granted
1629,1629_0,Phase 1a topline data demonstrated a favorable safety profile and tolerability across four ascending dose levels in healthy volunteers and showed dose dependent levels of PMN310 antibody in Cerebrospi,"safety,clinical",POS,favorable safety
1631,1631_0,"Phase 2b topline data met its primary endpoint, showing statistically significant improvement in ALP (Alkaline Phosphatase) for both doses tested versus placebo, noted July 26, 2024.","endpoint,phase,clinical",POS,met
1632,1632_0,"Phase 3 FDA placed a clinical hold based on the discovery of a chromatographic signal in a recent human absorption, distribution, metabolism, and excretion (ADME) study of cadisegliatin that could not","phase,regulatory",NEG,clinical hold
1633,1633_0,"IND placed on clinical hold, noted July 26, 2024.",regulatory,NEG,clinical hold
1637,1637_0,"Phase 2 data presented at AAIC showed a consistent trend in cognitive improvement compared to placebo across multiple measures, with participants treated for six months demonstrating a 39% slowing of","effect,phase,clinical",POS,data presented at AAIC
1640,1640_0,"Phase 2 trial did not meet its primary endpoint of change from baseline in mean CDAI score in either VTX958 dose group, noted July 29, 2024.","endpoint,phase",NEG,did not meet
1641,1641_0,"Phase 1 dosing initiated, noted July 29, 2024.","phase,clinical",POS,dosing initiated
1642,1642_0,"Phase 1 dosing initiated, noted July 29, 2024.","phase,clinical",POS,dosing initiated
1643,1643_0,"IND cleared by the FDA, noted July 29, 2024.",regulatory,POS,cleared by the FDA
1644,1644_0,"IND cleared by the FDA, noted July 29, 2024.",regulatory,POS,cleared by the FDA
1646,1646_0,"Phase 2a data presented at AAIC reported that there was a mean 14.1 pg/mL increase in the placebo treatment group (N=13) vs. mean 10.6 pg/mL reduction with neflamapimod treatment, noted July 29, 2024.","sample,phase,clinical",POS,data presented at AAIC
1647,1647_0,"Phase 3 data reported a a statistically significant and clinically meaningful improvement in progression-free survival (PFS) compared to standard-of-care chemoimmunotherapy, noted July 29, 2024.","endpoint,phase",POS,statistically significant
1648,1648_0,"Phase 2 study met its primary endpoint, showing statistically significant and clinically meaningful complete response rates in both dose groups compared to placebo.","endpoint,phase",POS,met
1650,1650_0,"FDA approved via 505(b)(2) pathway, noted July 29, 2024.",regulatory,POS,FDA approved
1651,1651_0,"FDA approved on July 29, 2024.",regulatory,POS,FDA approved
1652,1652_0,"Phase 2 trial met its primary endpoint, noted July 30, 2024.","endpoint,phase",POS,met
1653,1653_0,"Phase 2 trial met its primary endpoint, noted July 30, 2024.","endpoint,phase",POS,met
1654,1654_0,"Phase 2 trial met its primary endpoint, noted July 30, 2024.","endpoint,phase",POS,met
1658,1658_0,"NDA submitted to FDA, noted July 30, 2024.",regulatory,POS,NDA submitted
1659,1659_0,Preclinical new biomarker data to be presented at AAIC showed the ability to reduce Î±-synuclein levels in cerebrospinal fluid.,clinical,POS,data to be presented at AAIC
1662,1662_0,"Phase 2/3 data did not meet the primary endpoint of overall survival as determined by the protocol pre-specified Bayesian statistical analysis, noted July 30, 2024.","endpoint,phase",NEG,did not meet
1663,1663_0,"Phase 3 trial did not meet the primary endpoint of overall survival, noted July 30, 2024.","endpoint,phase",NEG,did not meet
1665,1665_0,"Approved July 31, 2024.",catalyst,POS,Approved
1667,1667_0,"Breakthrough Therapy Designation granted by the FDA, noted July 31, 2024.",regulatory,POS,Breakthrough Therapy
1668,1668_0,"Phase 1/2 trial met primary endpoint, noted July 31, 2024.","endpoint,phase",POS,met
1670,1670_0,"Phase 2 enrollment completed, noted July 31, 2024.","phase,enrollment",POS,enrollment completed
1671,1671_1,"It was well tolerated, without reports of liver enzyme elevation or bleeding events, across once daily doses ranges for 10 days.",safety,POS,well tolerated
1673,1673_0,"Phase 3 data reported that 28.1% of patients in the mitapivat arm achieved the primary endpoint of transfusion reduction response, compared to 11.8% of patients in the placebo arm, noted August 1, 202","endpoint,phase",POS,achieved
1674,1674_0,"Phase 3 data reported a statistically significant improvements in both primary endpoints, noted August 1, 2024.","endpoint,phase",POS,statistically significant
1675,1675_1,"It achieved a statistically significant higher clinical remission rate at week 26 compared to the placebo, noted on August 1, 2024.",catalyst,POS,achieved
1677,1677_0,"Approved August 1, 2024.",catalyst,POS,Approved
1678,1678_0,"NDA resubmitted August 1, 2024.",regulatory,POS,NDA resubmitted
1679,1679_0,"Phase 2 update reported that treatment was well tolerated with no drug-related SAEs and no cases of intraocular inflammation, noted August 1, 2024.","safety,phase",POS,well tolerated
1680,1680_0,"Phase 2 update reported that treatment was well tolerated with no drug-related SAEs and no cases of intraocular inflammation, noted August 1, 2024.","safety,phase",POS,well tolerated
1688,1688_0,"Phase 3 study determined by the FDA that the trial is not adequate to support a BLA filing for Iomab-B despite its statistically significant primary endpoint, noted August 5, 2024.","endpoint,phase,regulatory",POS,statistically significant
1699,1699_0,"Approved August 6, 2024.",catalyst,POS,Approved
1700,1700_0,"Phase 2 data demonstrated stable or improved diabetic retinopathy severity scores (DRSS) and a favorable safety profile at nine-months., noted August 7, 2024.","endpoint,safety,phase",POS,favorable safety
1702,1702_0,"Approved August 7, 2024.",catalyst,POS,Approved
1703,1703_0,"Approved August 8, 2024.",catalyst,POS,Approved
1704,1704_0,"Phase 3 top-line data reported that the trial met its primary endpoint, noted August 8, 2024.","endpoint,phase,clinical",POS,met
1705,1705_0,"Phase 3 trial met primary endpoint, noted August 8, 2024.","endpoint,phase",POS,met
1706,1706_0,"Approved August 8, 2024.",catalyst,POS,Approved
1708,1708_0,"Phase 1 trial met primary endpoint, noted August 8, 2024.","endpoint,phase",POS,met
1709,1709_0,"Phase 2 trial met its primary endpoint, noted August 8, 2024.","endpoint,phase",POS,met
1711,1711_0,"Phase 1/2 5 mg/kg cohort data reported a statistically significant 37% increase in exon 44 skipping and up to 66% skipping with delpacibart zotadirsen 5 mg/kg at four months, noted August 9, 2024.",phase,POS,statistically significant
1712,1712_0,"Approved August 9, 2024.",catalyst,POS,Approved
1715,1715_0,"Phase 3 data reported that ABRYSVO was well-tolerated and generated strong neutralizing responses after a single dose in adults â‰¥ 18 years of age, noted August 12, 2024.","safety,phase",POS,well-tolerated
1716,1716_0,"Approved August 12, 2024.",catalyst,POS,Approved
1717,1717_0,"Approved August 12, 2024.",catalyst,POS,Approved
1725,1725_0,"Phase 1b topline data reported that treatment demonstrated a favorable safety profile and was well tolerated, with all adverse events classified as either mild or moderate, and most resolving on the d","safety,phase,clinical",POS,favorable safety
1726,1726_0,"Trial data reported that the trial achieved its primary endpoint, demonstrating that CNSide influenced treatment decisions in over 90% of cases, surpassing the 20% primary endpoint target, noted Augus",endpoint,POS,achieved
1730,1730_0,"Phase 2 topline data reported that trial met primary endpoint, noted August 13, 2024.","endpoint,phase,clinical",POS,met
1732,1732_0,"Approved August 14, 2024.",catalyst,POS,Approved
1733,1733_0,"Approved August 14, 2024.",catalyst,POS,Approved
1734,1734_0,"Approved August 14, 2024.",catalyst,POS,Approved
1737,1737_0,"Approved 15, 2024.",catalyst,POS,Approved
1738,1738_0,"Approved 15, 2024.",catalyst,POS,Approved
1739,1739_0,"Phase 3 data reported that that it met its primary endpoint of progression free survival (PFS) in relapsed or refractory follicular lymphoma (FL), noted August 15, 2024.","endpoint,phase",POS,met
1740,1740_0,"Phase 3 data reported that that it met its primary endpoint of progression free survival (PFS) in relapsed or refractory follicular lymphoma (FL), noted August 15, 2024.","endpoint,phase",POS,met
1741,1741_0,"Phase 3 data reported that that it met its primary endpoint of progression free survival (PFS) in relapsed or refractory follicular lymphoma (FL), noted August 15, 2024.","endpoint,phase",POS,met
1742,1742_0,"Approved August 16, 2024.",catalyst,POS,Approved
1743,1743_0,"Phase 2 data reported that the primary endpoints for this qIRV first-generation candidate were not met in adults aged 65 and older, as statistical non-inferior relative vaccine efficacy (""rVE"") compar","endpoint,phase",POS,met
1744,1744_0,"Tentative approval announced August 19, 2024.",regulatory,POS,approval
1747,1747_0,"Phase 1 dosing initiated, noted August 19, 2024.","phase,clinical",POS,dosing initiated
1751,1751_0,"FDA approved on August 20, 2024.",regulatory,POS,FDA approved
1754,1754_0,"FDA approved under ANDA approval on August 20, 2024.",regulatory,POS,FDA approved
1758,1758_0,"Phase 2 analysis by the IDMC demonstrated that the study was unlikely to exceed an efficacy threshold necessary to support an accelerated approval, to preserve cash the company is halting the registra","phase,regulatory",POS,approval
1759,1759_0,"CRL announced August 20, 2024.",regulatory,NEG,CRL
1763,1763_0,"Phase 2 dosing initiated, noted August 22, 2024.","phase,clinical",POS,dosing initiated
1764,1764_0,"Approved August 22, 2024.",catalyst,POS,Approved
1765,1765_0,"Phase 3 trial did not meet its primary endpoint, noted August 22, 2024.","endpoint,phase",NEG,did not meet
1766,1766_0,"Approved August 22, 2024.",catalyst,POS,Approved
1767,1767_0,"Approved August 22, 2024.",catalyst,POS,Approved
1770,1770_0,"Trial data reported that treatment was safe and tolerable with significant improvement noted across many aspects of skin appearance, noted August 26, 2024.",clinical,POS,significant improvement
1771,1771_0,"FDA approved on August 26, 2024.",regulatory,POS,FDA approved
1772,1772_1,"At higher oral dose, Ketamir-2 achieved complete normalizat",catalyst,POS,achieved
1773,1773_0,"Phase 2b data published at the Journal of sexual medicine showed that topical Sildenafil Cream, 3.6% was safe and well tolerated by women and their partners across 1,357 sexual experiences.","safety,phase",POS,well tolerated
1774,1774_0,"Phase 3 topline data reported that the trial did not meet its primary endpoint, noted August 27, 2024.","endpoint,phase,clinical",NEG,did not meet
1778,1778_0,"IRB has approved a single and multiple doser study, noted August 27, 2024.",catalyst,POS,approved
1779,1779_0,"Phase 2 met the primary endpoint, showing significant improvement in PANSS scores versus placebo, and was well-tolerated.","endpoint,safety,phase,clinical",POS,met
1779,1779_1,"Secondary endpoints were also met, noted August 28, 2024.","endpoint,financial",POS,met
1781,1781_0,"Phase 3 data reported that the trial met its primary endpoints, demonstrating superiority of Leqvio (inclisiran) monotherapy vs both placebo and ezetimibe in LDL-C reduction, noted August 28, 2024.","endpoint,phase",POS,met
1782,1782_0,Phase 3 data presented at MHSRS highlighted results from confirmatory Phase 3 RESILIENT study of TNX-102 SL (sublingual cyclobenzaprine HCl) treatment demonstrating statistically significant improveme,phase,POS,statistically significant
1785,1785_0,"Phase 1 data reported that single and multiple doses of GT-02287 were safe and generally well tolerated up to and including the highest planned dose levels across all age groups, with no discontinuati","safety,phase",POS,well tolerated
1786,1786_0,"BLA submitted August 29, 2024.",regulatory,POS,BLA submitted
1787,1787_0,"FDA final approval on August 29, 2024.",regulatory,POS,approval
1791,1791_0,"Approved August 30, 2024.",catalyst,POS,Approved
1798,1798_0,"NDA submitted to the FDA under 505(b)(2) pathway, noted September 3, 2024",regulatory,POS,NDA submitted
1802,1802_0,"Phase 1/2 topline data reported that at the high and middle doses, VAX-31 met or exceeded the regulatory immunogenicity criteria for all 31 serotypes and, at the low dose, for 29 of 31 serotypes, note","phase,clinical",POS,met
1804,1804_0,"Fast Track Designation granted by the FDA, noted September 3, 2024.",regulatory,POS,Fast Track
1807,1807_0,"Phase 2 trial met its primary endpoint, noted September 3, 2024.","endpoint,phase",POS,met
1809,1809_0,"Phase 2/3 topline data did not meet primary endpoint of GST and key secondary endpoints of cognition (ADAS-Cog11) and function (ADCS-ADL23), noted September 3, 2024.","endpoint,phase,financial,clinical",NEG,did not meet
1810,1810_1,"Phase 1 data to dosing initiated, noted Septem","phase,clinical",POS,dosing initiated
1811,1811_0,"Phase 2b trial did not meet its primary or secondary endpoints, noted September 4, 2024.","endpoint,phase,financial",NEG,did not meet
1812,1812_0,"Phase 2/3 data reported statistically significant improvement compared to a prespecified matched sham control group, noted September 4, 2024.","phase,clinical",POS,statistically significant
1813,1813_0,"Phase 2/3 data reported statistically significant improvement compared to a prespecified matched sham control group, noted September 4, 2024.","phase,clinical",POS,statistically significant
1818,1818_0,"Phase 2 study enrollment completed, noted September 4, 2024.","phase,enrollment",POS,enrollment completed
1819,1819_0,"Phase 3 data to be presented at the SSIEM Annual Symposium 2024 showed that study was well tolerated, noted September 5, 2024.","safety,phase",POS,well tolerated
1820,1820_0,"Phase 3 data to be presented at the SSIEM Annual Symposium 2024 showed that study was well tolerated, noted September 5, 2024.","safety,phase",POS,well tolerated
1821,1821_0,"Phase 1b enrollment completed, noted September 5, 2024.","phase,enrollment",POS,enrollment completed
1822,1822_0,"Phase 1/2 FDA granted Fast Track designation, noted September 5, 2024","phase,regulatory",POS,Fast Track
1823,1823_0,"Phase 3 topline data reported that the trial met its primary endpoint of non-inferior A1C reduction with efsitora compared to insulin glargine at week 52, noted September 5, 2024.","endpoint,phase,clinical",POS,met
1824,1824_0,"Phase 3 topline data reported that the trial met its primary endpoint of non-inferior A1C reduction with efsitora compared to insulin degludec at week 26, noted September 5, 2024.","endpoint,phase,clinical",POS,met
1825,1825_0,"FDA granted orphan drug designation, noted September 5, 2024.",regulatory,POS,FDA granted
1826,1826_0,"Phase 2a data from study showed that during this first-of-its-kind human patient case, the patient was able to cease treatment after just one week due to the rapid and successful resolution of symptom",phase,POS,successful
1829,1829_0,"Approved September 5, 2024.",catalyst,POS,Approved
1830,1830_0,"Approved September 5, 2024.",catalyst,POS,Approved
1834,1834_0,"Phase 3 data reported that it met its primary endpoint with the addition of Nucala to inhaled maintenance therapy, noted September 6, 2024.","endpoint,phase",POS,met
1835,1835_0,"BLA submission completed, noted September 6, 2024.",regulatory,POS,BLA submission
1839,1839_0,"Additional Phase 3 data presented at WCLC reported a hazard ratio (HR) of 0.51, and a clinically meaningful benefit was demonstrated across clinical subgroups, noted September 8, 2024.","phase,clinical",POS,data presented at WCLC
1846,1846_0,"Phase 2 patient dosing initiated, noted September 9, 2024.","phase,clinical",POS,dosing initiated
1847,1847_0,"Phase 2 full data presented at ESMO reported that the median OS was 30 months (95% CI 18.4, NE) and the 12-month OS rate was 80%, noted September 9, 2024.","endpoint,phase,clinical",POS,data presented at ESMO
1848,1848_0,"Phase 1 update reported that two patients with recurrent /refractory EWS are experiencing ongoing complete responses (CR), two patients achieved stable disease (SD), and two patients withdrew from the","endpoint,phase",POS,achieved
1849,1849_0,"Phase 1 data presented at ESMO reported partial responses, tumor shrinkage and prolonged stable disease, noted September 9, 2024.","phase,clinical",POS,data presented at ESMO
1850,1850_0,"Phase 1 data presented at ESMO reported partial responses, tumor shrinkage and prolonged stable disease, noted September 9, 2024.","phase,clinical",POS,data presented at ESMO
1854,1854_0,"Phase 1 dosing initiated, noted September 9, 2024.","phase,clinical",POS,dosing initiated
1858,1858_0,"Phase 1b data presented at WCLC showed an 81.8% ORR by BICR and 63.6% confirmed ORR by BICR at the 240 mg dose; 46.2% confirmed ORR in CNS Metastases, noted September 9, 2024.","endpoint,phase,clinical",POS,data presented at WCLC
1862,1862_0,"Phase 1b/2a study data presented at the European Respiratory Society (ERS) Congress reported that treatment was well tolerated and no adverse events of special interest, noted September 9, 2024.","safety,phase",POS,well tolerated
1864,1864_0,"Phase 3 data presented at EASD efsitora met the primary endpoint of non-inferior A1C reduction at week 26, noted September 9, 2024.","endpoint,phase",POS,met
1866,1866_0,"Phase 1 dose escalation data presented at ESMO reported that 1 pt had an unconfirmed partial response (uPR) and 7/14 (50%) efficacy evaluable pts had a best response of stable disease or better, noted","phase,clinical",POS,data presented at ESMO
1871,1871_0,"Phase 1 data presented at ESMO reported that 7 pts had 9 â‰¥ Gr 3 AEs assessed as potentially related to CVGBM, noted September 9, 2024.","safety,phase,clinical",POS,data presented at ESMO
1872,1872_0,"Phase 1 data reported a statistically significant mean weight loss up to 5.5% over 28 days, noted September 9, 2024.",phase,POS,statistically significant
1874,1874_0,"Phase 3 Outcomes study dosing initiated, noted September 9, 2024.","phase,clinical",POS,dosing initiated
1875,1875_0,"Phase 3 Outcomes study dosing initiated, noted September 9, 2024.","phase,clinical",POS,dosing initiated
1882,1882_0,"Phase 3 data presented at Webcast achieved all primary and secondary endpoints, noted September 10, 2024.","endpoint,phase,financial",POS,achieved
