Ticker,Drug,Indication,Stage,Date,Catalyst,Shares_Millions,Market_Cap,Volatility,Share_Price_D-1,Share_Price_D1,Share_Price_D5,Perc_Return_D1,Perc_Return_D5,XBI_Return_D1,XBI_Return_D5,Short_Interest_Pct,Year_Beta,Daily_Volum_Traded,row_id,has_endpoint,has_pvalue,has_effect,has_safety,has_sample,has_phase,has_partner,has_regulatory,has_financial,has_enrollment,has_clinical,has_catalyst,pos_count,neg_count,neu_count,headline_sentiment
SRZN,SZN-043,Severe alcohol associated hepatitisÂ ,Phase 1a,6/10/2024,"Phase 1a data reported that target engagement was confirmed via transient increases in alkaline phosphatase (ALP), noted June 10, 2024.",8.0,35.8264,99.8631,11.09,11.2,10.9999,0.009869977,-0.00815762,-0.011640055,0.008792232,1.23863,0.0207,0.13222,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDRX,"eRapa (rapamycin, sirolimus) - (Serenta)",Familial Adenomatous Polyposis (FAP)Â ,Phase 2,6/10/2024,"Phase 2 data reported that 14/18 (78%) patients were non-progressors with 11/18 (61%) of these patients with PR. In the colorectum, 25/29 (86%) patients were non progressors including all with an inta",0.0,9.4408,203.4752,234.775,245.05,249.875,0.042834663,0.062333184,-0.011640055,0.008792232,3.34352,0.06969,0.161,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNPR,MNPR-101-Zr (uPAR),Solid tumorsÂ ,Phase 1,6/10/2024,"Phase 1 data shared at SNMMI reported durable tumor uptake across multiple cancers with optimization improved biodistribution and stability, noted June 10, 2024.",6.0,13.54324,176.9785,4.055,3.873,4.3,-0.045921287,0.058664335,-0.011640055,0.008792232,0.45621,0.01149,0.10084,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRA,Ketamir-2,"Treatment-resistant depression (TRD), major depressive disorder with suicidal ideation (MDSI) and post-traumatic stress disorder (PTSD)Â ",Preclinical,6/10/2024,Preclinical study results highlight the potential as a superior alternative to intravenous ketamine for treating depression and treatment-resistant depression (TRD). The encouraging data support MIRA',19.0,11.18869,145.2434,0.76,0.75697,0.72,-0.003994811,-0.054067221,-0.011640055,0.008792232,0.09921,0.00011,0.03494,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLS,Tambiciclib (SLS009) (GFH009) with venetoclax,"Hematologic malignancies, acute myeloid leukemia (AML), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL) and lymphomaÂ ",Phase 2a,6/10/2024,"Phase 2a enrollment was completed with initial data showing an overall response rate (ORR) of 33% and 50% achieved to date in 60 mg QW and 30 mg BIW cohorts, noted June 10, 2024.",105.0,81.43445,115.1543,1.45,1.41,1.25,-0.027973852,-0.148420005,-0.011640055,0.008792232,12.56056,0.02129,1.29254,1280,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1
ATNM,Iomab-B - (SIERRA),Acute myeloid leukemia (AML)Â ,Phase 3,6/10/2024,"Phase 3 data presented at SNMMI showed the CD45-targeting antibody radiation conjugate (ARC) improved survival in high-risk relapsed/refractory acute myeloid leukemia (AML) patients, including those w",31.0,237.96977,84.923,7.96,7.99,7.93,0.00376176,-0.003775964,-0.011640055,0.008792232,7.01972,0.03419,1.50658,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRXP,HTX-100 (NRX-100) (Ketamine Hydrochloride),Acute Suicidal Ideation and Behavior in Bipolar DepressionÂ ,Phase 3,6/10/2024,"Phase 3 trial discussed at ASCP meeting suggested intravenous ketamine may have advantages over the intranasal form, noted June 10, 2024.",19.0,34.10548,158.7938,3.21,3.18,3.07,-0.00938974,-0.044593376,-0.011640055,0.008792232,4.54899,0.05597,0.27871,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNFT,Iqirvo (elafibranor) - (ELATIVE),Primary biliary cholangitis (PBC)Â ,Approved,6/10/2024,"FDA approved on June 10, 2024.",50.0,243.60189,50.7182,4.85,4.9,3.915,0.0102565,-0.214163376,-0.011640055,0.008792232,0.0,0.06802,3.14188,1283,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
LLY,Kisunla (donanemab) - (TRAILBLAZER-ALZ 2),Alzheimerâ€™s diseaseÂ ,BLA Filing,6/10/2024,"Advisory committee voted 11-0 (11 Yes; 0 No; 0 Abstain) that the evidence presented showed that donanemab is effective for the treatment of AD, noted June 10, 2024.",946.0,778850.6589,26.0777,849.99,865.0,885.01,0.017504922,0.04037436,-0.011640055,0.008792232,0.59978,0.02742,2979.49077,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNVC,NV-387,"Influenza A viruses, Bird Flu H5N1Â ",Preclinical,6/11/2024,"Preclinical data reported an ideal flat blood concentration profile for an extended time period upon oral administration in two different animal models, noted June 11, 2024.",17.0,39.10434,92.1962,3.03,3.31,1.64,0.08838557,-0.613866378,-0.019698177,0.025209106,1.26998,0.02364,2.14601,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE,SAGE-718 - (SURVEYOR),Huntington's diseaseÂ ,Phase 2,6/11/2024,"Phase 2 topline data reported that the study met its primary endpoint, noted June 11, 2024.",62.0,192798.3333,37.9568,26.0,24.0,18.0,-0.080042708,-0.36772478,-0.019698177,0.025209106,0.0,0.02366,1.8552,1286,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1
SUPN,SAGE-718 - (SURVEYOR),Huntington's diseaseÂ ,Phase 2,6/11/2024,"Phase 2 topline data reported that the study met its primary endpoint, noted June 11, 2024.",56.0,1440.32546,36.1164,26.19,26.2,26.66,0.000381752,0.017786656,-0.019698177,0.025209106,9.49349,0.11885,10.36231,1287,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1
MOLN,MP0712,Small-cell lung cancer (SCLC) and other DLL3+ neuroendocrine tumorsÂ ,Preclinical,6/11/2024,"Preclinical data reported that treatment showed significant and durable inhibition of tumor growth at clinically-relevant doses, noted June 11, 2024.",40.0,148.48984,54.4908,3.98,4.475,7.12,0.117224532,0.581625906,-0.019698177,0.025209106,0.0,0.05201,0.52967,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAR,TH104 (AV104),Primary biliary cholangitis (PBC)Â ,Phase 1,6/11/2024,Phase 1 data reported consistent pharmacokinetic (PK) profiles across buccal and intravenous routes of administration with a comparable safety and tolerability profile between routes of administration,4.0,2.69609,91.091,3.47,3.43,2.965,-0.011594333,-0.157277562,-0.019698177,0.025209106,1.95603,0.00172,0.28168,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGN,Kevzara (sarilumab),Polyarticular juvenile idiopathic arthritisÂ ,Approved,6/11/2024,"FDA Approved on June 11, 2024.",105.0,109022.6162,16.4106,1001.73,1010.54,1039.11,0.008756336,0.036636072,-0.019698177,0.025209106,1.61887,0.09567,452.95536,1290,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SNY,Kevzara (sarilumab),Polyarticular juvenile idiopathic arthritisÂ ,Approved,6/11/2024,"FDA Approved on June 11, 2024.",0.0,112373.0089,20.1042,48.86,48.51,47.22,-0.007189104,-0.034141534,-0.019698177,0.025209106,0.0,0.0,261.90908,1291,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
ANVS,Buntanetap (ANVS401),Alzheimerâ€™s disease (AD)Â ,Phase 2/3,6/11/2024,"Additional Phase 2/3 data reported that buntanetap was found to be equally safe in both APOE4 carriers and non-carriers, with no instances of ARIA, noted June 11, 2024.",19.0,75.63092,190.1825,6.5,6.77,5.31,0.04069891,-0.202210342,-0.019698177,0.025209106,10.85419,0.04566,2.49403,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCSA,NGC-Capecitabine (PCS6422),Gastrointestinal CancerÂ ,Phase 1b,6/11/2024,"Phase 1b data showed that 8/12 patients had progression-free survival (PFS) ranging from 5 to 11 months, noted June 11, 2024.",50.0,5.14441,223.7659,1.58,1.8,1.83,0.130361818,0.14689112,-0.019698177,0.025209106,0.78614,0.02218,3.93796,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPR,Deramiocel (CAP-1002) - (HOPE-2),Duchenne Muscular Dystrophy (DMD)Â ,BLA Filing,6/11/2024,"Type-B meeting with the FDA completed, noted June 11, 2024",45.0,176.55366,62.2399,5.41,5.55,4.84,0.025548835,-0.111334372,-0.019698177,0.025209106,14.35271,0.02061,1.87242,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATNM,Actimab-A in combination with CLAG-M,Relapsed or refractory acute myeloid leukemia (AML)Â ,Phase 1b,6/11/2024,"Phase 1b SNMMI oral presentation highlighted dosimetry results and safety data supporting this novel radiotherapy combination, noted June 11, 2024.",31.0,240.65028,84.5862,7.99,8.08,7.87,0.011201113,-0.015132697,-0.019698177,0.025209106,6.07733,0.03419,1.12185,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVO,Efruxifermin - (SYMMETRY),Metabolic-associated steatohepatitis (MASH)Â ,Phase 3,6/11/2024,"Phase 3 initiated, noted June 11, 2024.",0.0,4355772.595,26.8667,143.63,141.79,140.8,-0.012893459,-0.019900105,-0.019698177,0.025209106,0.0,0.0,628.60214,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKRO,Efruxifermin - (SYMMETRY),Metabolic-associated steatohepatitis (MASH)Â ,Phase 3,6/11/2024,"Phase 3 initiated, noted June 11, 2024.",79.0,1620.20809,67.2996,22.99,23.43,22.16,0.018957914,-0.036770477,-0.019698177,0.025209106,10.78416,0.10069,20.62719,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATHA,ATH-1105,Amyotrophic Lateral Sclerosis (ALS)Â ,Phase 1,6/11/2024,"Phase 1 first cohort completed, noted June 11, 2024.",3.0,97.73806,92.914,25.5,25.5,26.0,0.0,0.019418086,-0.019698177,0.025209106,2.32069,0.05401,0.17904,1298,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1
INDV,INDV-2000,Opioid Use Disorder (OUD)Â ,Phase 2,6/11/2024,"Phase 2 POC trial initiated, June 11, 2024",124.0,2267.81755,55.4031,16.97,16.87,15.86,-0.005910183,-0.067646863,-0.019698177,0.025209106,0.08554,0.01427,0.69518,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARE,Setrusumab (BPS-804) - (ORBIT),Osteogenesis ImperfectaÂ ,Phase 2/3,6/12/2024,"Phase 2 data reported that continued, substantial improvements in bone mineral density (BMD) with a mean increase from baseline of 22% (p<0.0001) and a mean improvement in Z-score of +1.25, noted June",96.0,3708.23435,42.6496,41.4,44.64,37.42,0.075349437,-0.10107556,-0.014601934,0.030305349,5.37554,0.1578,67.76048,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MREO,Setrusumab (BPS-804) - (ORBIT),Osteogenesis ImperfectaÂ ,Phase 2/3,6/12/2024,"Phase 2 data reported that continued, substantial improvements in bone mineral density (BMD) with a mean increase from baseline of 22% (p<0.0001) and a mean improvement in Z-score of +1.25, noted June",155.0,536.29668,64.4472,3.52,3.83,3.98,0.084403814,0.12282083,-0.014601934,0.030305349,1.71438,0.01286,16.51177,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA,Delpacibart braxlosiran (del-brax) - (FORTITUDE),Facioscapulohumeral Muscular Dystrophy (FSHD)Â ,Phase 1/2,6/12/2024,"Phase 1/2 preliminary data demonstrated greater than 50% mean reduction in DUX4 regulated genes, trends of functional improvement including increased muscle strength and reachable workspace, and posit",128.0,3668.62565,82.537,28.92,38.36,38.33,0.282481853,0.281699482,-0.014601934,0.030305349,11.31761,0.15024,390.10939,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDSB,PDS0101 + KEYTRUDA (pembrolizumab) - (VERSATILE-002),HPV16-positive first-line recurrent and/or metastatic head and neck squamous cell cancer with low PD-L1 expression (CPS 1-19)Â ,Phase 2,6/12/2024,"Phase 2 data reported that the mOS is 30 months, noted June 12, 2024.",46.0,107.47028,78.8055,2.76,2.93,2.74,0.059771743,-0.007272759,-0.014601934,0.030305349,18.28992,0.11415,2.57899,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNTH,DNTH103 - (MoMeNtum),Multifocal Motor Neuropathy (MMN)Â ,IND-Enabling,6/12/2024,"Phase 2 trial initiated and IND cleared by the FDA, noted June 12, 2024.",32.0,738.43264,103.3859,23.96,25.16,24.88,0.048869659,0.037678495,-0.014601934,0.030305349,7.07931,0.00127,5.13475,1304,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
NKTR,NKTR-0165,Autoimmune diseasesÂ ,Preclinical,6/12/2024,"Preclinical data presented at EULAR demonstrated selective enhancement of Treg Cell function through novel agonistic mechanism, noted June 12, 2024.",19.0,237.38517,100.8514,18.89999,19.34999,17.09999,0.02353051,-0.100083514,-0.014601934,0.030305349,1.48798,0.02215,1.66694,1305,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
AZN,Farxiga,Paediatric type-2 diabetesÂ ,Approved,6/12/2024,"Approved June 12, 2024.",0.0,193254.9506,21.7438,123.76,124.66,123.4,0.007245825,-0.002913095,-0.014601934,0.030305349,0.0,0.182,409.89255,1306,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
NKGN,SNK02,Solid TumorsÂ ,Phase 1,6/12/2024,"Additional Phase 1 data reported that there were 17 Grade 1, 3 Grade 2, and 1 Grade 3 adverse events (""AEs"") related to investigational product, noted June 12, 2024.",124.0,32.10526,197.7088,1.41,1.29,1.19,-0.088947486,-0.169636397,-0.014601934,0.030305349,2.41319,0.00267,1.14871,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFE,Fordadistrogene movaparvovec,Duchenne muscular dystrophy (DMD)Â ,Phase 3,6/12/2024,"Phase 3 trial did met its primary endpoint, noted June 12, 2024.",0.0,156737.9596,26.7497,28.03,27.66,27.41,-0.013288039,-0.022367455,-0.014601934,0.030305349,1.34074,0.02281,899.16968,1308,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
PFE,PF-06939926 (CIFFREO),Duchenne muscular dystrophy (DMD)Â ,Phase 3,6/12/2024,"Phase 3 trial did not meet its primary endpoint, noted June 12, 2024.",0.0,156737.9596,26.7497,28.03,27.66,27.41,-0.013288039,-0.022367455,-0.014601934,0.030305349,1.34074,0.02281,899.16968,1309,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-1
CRDL,CardiolRx - (MAvERIC-Pilot),Recurrent PericarditisÂ ,Phase 2,6/12/2024,"Phase 2 topline data reported a mean reduction of 3.7, from 5.8 at baseline for patient-reported pericardial pain, noted June 12, 2024.",83.0,9.37597,56.7803,0.047,0.047,0.0455,0.0,-0.032435276,-0.014601934,0.030305349,0.0,0.05587,0.01323,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRNA,mRNA-1283 - (NEXTCove),COVID-19Â ,Phase 3,6/13/2024,"Phase 3 met its primary vaccine efficacy endpoint demonstrating non-inferior vaccine efficacy against COVID-19 compared to Spikevax in participants 12 years of age and older, noted June 13, 2024.",389.0,55657.90541,59.0492,147.72,145.23,134.4,-0.016999897,-0.094498162,0.022310566,0.042791352,5.2662,0.13748,263.62135,1311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
URGN,ZUSDURI (VesiGel UGN-102 (mitomycin)) - (ENVISION),Low grade non-muscle invasive bladder cancer (LG-NMIBC)Â ,Phase 3,6/13/2024,"Phase 3 data reported a 82.3% 12-month duration of response (DOR), noted June 13, 2024.",46.0,632.27712,76.5746,12.72,17.5,15.47,0.319025323,0.195727107,0.022310566,0.042791352,14.54632,0.02007,127.6191,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCUL,AXPAXLI (OTX-TKI) - (HELIOS),Non-proliferative diabetic retinopathy (NPDR)Â ,Phase 1,6/13/2024,"Phase 1 HELIOS study data reported that 23.1% of patients in AXPAXLI arm experienced â‰¥2-step DRSS improvement with no patients experiencing worsening of DRSS or vision threatening complications, noted",174.0,780.64013,89.8877,4.93,5.04,6.08,0.022067094,0.209665708,0.022310566,0.042791352,14.50972,0.06443,14.87342,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNY,IPH6101/ SAR443579,Hematological malignanciesÂ ,Phase 1/2,6/13/2024,Phase 1/2 data presented at EHA reported that treatment was well tolerated up to doses of 6 mg/kg QW with observed clinical benefit in adult pts with R/R AMLand a maximum response rate seen at a targ,0.0,109922.7973,20.0741,48.44,47.53,46.85,-0.018964828,-0.03337491,0.022310566,0.042791352,0.0,0.0,106.6924,1314,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
IPHA,IPH6101/ SAR443579,Hematological malignanciesÂ ,Phase 1/2,6/13/2024,Phase 1/2 data presented at EHA reported that treatment was well tolerated up to doses of 6 mg/kg QW with observed clinical benefit in adult pts with R/R AMLand a maximum response rate seen at a targ,92.0,178.25658,67.3122,2.48,2.3703,2.14,-0.045242031,-0.147452731,0.022310566,0.042791352,0.0,0.0,0.00358,1315,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
TNXP,Tonmya (TNX-102 SL) - (RELIEF/RESILIENT),FibromyalgiaÂ ,Phase 3,6/14/2024,"Phase 3 data presented at EULAR reported significant improvement on the primary pain endpoint and on all six key secondary endpoints, noted June 14, 2024.",8.0,4.81287,171.8919,109.0,115.0,130.0,0.053584246,0.176186568,0.035034221,0.015467548,0.58984,0.01324,7.68488,1316,1,0,0,0,0,1,0,0,1,0,1,0,4,0,0,1
KROS,Elritercept (KER-050),Myelodysplastic syndromes (MDS)Â ,Phase 2,6/14/2024,"Phase 2 trial data presented at EHA reported that 55.6% of the mITT24 patients achieved an overall erythroid response over the first 24 weeks of treatment, noted June 14, 2024.",40.0,1781.10061,54.8908,49.5,49.36,46.44,-0.00283229,-0.063811513,0.035034221,0.015467548,6.51196,0.02973,13.83788,1317,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
TAK,Elritercept (KER-050),Myelodysplastic syndromes (MDS)Â ,Phase 2,6/14/2024,"Phase 2 trial data presented at EHA reported that 55.6% of the mITT24 patients achieved an overall erythroid response over the first 24 weeks of treatment, noted June 14, 2024.",0.0,6498524.011,16.3996,13.08,13.1,12.6,0.001527884,-0.037387532,0.035034221,0.015467548,0.0,0.0,14.03679,1318,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
HCM,HMPL-523 - (ESLIM-01),Primary immune thrombocytopenia (ITP)Â ,Phase 3,6/14/2024,"Phase 3 data presented at EHA reported a durable response rate of 48.4% vs. 0% with placebo, noted June 14, 2024.",174.0,2501.20076,57.1123,2.96,2.93,2.82,-0.010186845,-0.048452383,0.035034221,0.015467548,0.0,0.05936,0.01126,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCM,HMPL-760,Bruton's Tyrosine Kinase (BTK) Relapsed/Refractory (R/R) LymphomasÂ ,Phase 1,6/14/2024,"Phase 1 data presented at EHA reported that 3 complete response (CR)(1 DLBCL, 2 MCL), 1 complete remission with incomplete recovery (CRi)(CLL/SLL), 14 partial responses (PR)(8 CLL/SLL, 3 DLBCL, 1 MCL,",174.0,2501.20076,57.1123,2.96,2.93,2.82,-0.010186845,-0.048452383,0.035034221,0.015467548,0.0,0.05936,0.01126,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON,Bitopertin - (BEACON),Erythropoietic Protoporphyria (EPP)Â ,Phase 2,6/14/2024,"Phase 2 data shared at EHA reported that the cumulative total time in light observed over 6-month treatment period with bitopertin represents >3x increase relative to historical control, noted June 14",34.0,1372.63037,102.0973,39.16,46.27,44.18,0.166837985,0.12061638,0.035034221,0.015467548,6.33301,0.0784,55.5165,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON,MWTX-003 - (DISC-3405),Polycythemia vera (PV)Â ,Phase 1,6/14/2024,"Phase 1 initial data in healthy volunteers shared at EHA reported that mean serum iron reduction of more than 50% from baseline was achieved for both 150- and 300-mg doses, noted June 14, 2024.",34.0,1372.63037,102.0973,39.16,46.27,44.18,0.166837985,0.12061638,0.035034221,0.015467548,6.33301,0.0784,55.5165,1322,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MOLN,MP0621,Acute myeloid leukemia (AML)Â ,Preclinical,6/14/2024,"Preclinical data reported that MP0621 depleted cKit+ cells in bone marrow of humanized mice without affecting circulating immune cells, noted June 14 2024.",40.0,197.76523,63.4242,5.3,5.96,9.0,0.117363661,0.529517757,0.035034221,0.015467548,0.0,2e-05,1.34181,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPTH,Prexigebersen + DACOGEN (decitabine) + VENCLEXTA (venetoclax),Acute myeloid leukemia (AML) and myelodysplastic syndrome (MDS)Â ,Phase 2,6/14/2024,"Phase 2 presented at EHA continues to be well-tolerated and has now demonstrated compelling efficacy results in two reporting cohorts, noted June 14, 2024.",8.0,4.49331,136.2878,2.0,2.16,2.11,0.076961041,0.053540767,0.035034221,0.015467548,1.52944,0.00533,10.90406,1324,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
KYMR,KT-333 - (STAT3),Peripheral T-cell Lymphoma (PTCL)Â ,Phase 1,6/14/2024,"Phase 1 study presented at EHA demonstrated initial clinical proof of concept across multiple hematological malignancies, including complete responses in two patients with Hodgkin's lymphoma, noted Ju",71.0,2042.61654,57.2119,34.87,33.29,31.99,-0.046369809,-0.086203507,0.035034221,0.015467548,16.27733,0.29595,13.59723,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABA,rese-cel (resecabtagene autoleucel (CABA-201) - (RESET-Myositis),"Active idiopathic inflammatory myopathy (IIM, or myositis)Â ",Phase 1/2,6/14/2024,"Phase 1/2 trial data reported a decline in creatinine kinase from 617 at infusion to 308 and a total improvement score (TIS) of 30, noted June 14, 2024.",91.0,514.62773,74.1696,12.56,10.66,8.48,-0.164018742,-0.392806711,0.035034221,0.015467548,19.62052,0.16946,50.4178,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABA,CABA-201 - (RESET-SLE),Systemic Lupus ErythematosusÂ ,Phase 1/2,6/14/2024,"Phase 1/2 clinical data demonstrated an improvement in the SLEDAI-2K (systemic lupus erythematosus disease activity index) score from 26 at baseline to 10, noted June 14, 2024.",91.0,514.62773,74.1696,12.56,10.66,8.48,-0.164018742,-0.392806711,0.035034221,0.015467548,19.62052,0.16946,50.4178,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEAM,BEAM-101 - (BEACON),Sickle cell diseaseÂ ,Phase 1/2,6/14/2024,Phase 1/2 manufacturing data presented at EHA reported that reproducibly met the high viability threshold across 14 development runs using healthy and sickle cell trait donor cells and nine GMP clinic,101.0,1962.46924,74.2076,25.24,24.87,22.94,-0.01476778,-0.095547926,0.035034221,0.015467548,17.52272,0.26598,43.99811,1328,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
GILD,Axicabtagene Ciloleucel - (ZUMA-24),Relapsed/Refractory Large B-Cell LymphomaÂ ,Phase 2,6/14/2024,"Phase 2 data presented at EHA reported that data demonstrated that the safety and efficacy of Yescarta was consistent with previous clinical and real-world studies., noted June 14, 2024.",0.0,81055.20978,23.7708,63.56,65.06,70.67,0.023325579,0.106036813,0.035034221,0.015467548,2.04143,0.07228,637.17097,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIT,Renizgamglogene autogedtemcel (reni-cel; EDIT-301) - (EdiTHAL),Transfusion-Dependent Beta Thalassemia (TDT)Â ,Phase 1/2,6/14/2024,Phase 1/2 data presented at EHA reported that treatment was well-tolerated and demonstrated a safety profile consistent with myeloablative conditioning with busulfan and autologous hematopoietic stem,89.0,416.12415,73.5451,5.49,5.06,5.11,-0.081561772,-0.071728851,0.035034221,0.015467548,26.77541,0.20601,16.84296,1330,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
AUTL,AUCATZYL (obecabtagene autoleucel) - (FELIX),B-Cell Acute Lymphoblastic LeukemiaÂ ,Phase 3,6/14/2024,"Data presented at EHA showed an overall response rate (ORR) (Complete Response/CRi) in all patients who received obe-cel in the FELIX study was 78% (99/127 patients), noted June 14, 2024.",266.0,1197.16258,66.2624,4.53,4.5,3.83,-0.006644543,-0.167857136,0.035034221,0.015467548,1.35004,0.2095,7.626,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIT,Renizgamglogene autogedtemcel (reni-cel; EDIT-301) - (RUBY),Sickle Cell DiseaseÂ ,Phase 1/2,6/14/2024,"Phase 1/2 data presented at EHA reported that mean (SD)Hb levels rapidly increased and were maintained at â‰¥14.4 (2.5) g/dL from Month 5, noted June 14, 2024.",89.0,416.12415,73.5451,5.49,5.06,5.11,-0.081561772,-0.071728851,0.035034221,0.015467548,26.77541,0.20601,16.84296,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYN,DYNE-302,Facioscapulohumeral Muscular DystrophyÂ ,Preclinical,6/14/2024,"Preclinical data reported that a single intravenous dose of DYNE-302 resulted in dose-dependent and robust reduction of the DUX4 transcriptome (D4T) that lasted up to three months, with benefit on mus",142.0,3279.37494,84.1514,33.69,33.07,35.02,-0.01857453,0.038718269,0.035034221,0.015467548,10.20002,0.15506,19.16582,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMY,Augtyro (repotrectinib),Solid tumors that have a neurotrophic tyrosine receptor kinase (NTRK) for adults and pediatric patients 12+Â ,Approved,6/14/2024,"Approved June 14, 2024.",0.0,83516.52396,23.1226,41.48,41.2,41.93,-0.006773127,0.010790178,0.035034221,0.015467548,1.41727,0.02516,587.96944,1334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
COGT,Bezuclastinib - (SUMMIT),Non-Advanced Systemic MastocytosisÂ ,Phase 2,6/14/2024,"Phase 2 data from part 1 presented at EHA showed that patients treated with 100 mg bezuclastinib showed substantial reduction in their most severe symptoms and mast cell reactions, noted June 14, 2024",139.0,921.21666,103.7986,8.98,8.425,8.79,-0.063796406,-0.021385171,0.035034221,0.015467548,13.16764,0.00029,8.6714,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNDX,SNDX-5613 - (AUGMENT-102) - (BEAT AML),MLLr or NPM1 acute leukemiasÂ ,Phase 1/2,6/14/2024,Phase 1/2 data presented at EHA continue to support revumenib's potential to enhance current standard of care agents. 52% CRc (14 of 27 pts) observed in AUGMENT-102 trial. 96% CRc (23 of 24 pts) obser,86.0,1709.08978,44.9486,20.7,20.11,20.05,-0.028916496,-0.031904547,0.035034221,0.015467548,11.35249,0.29533,15.74792,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPTH,Prexigebersen (BP1001),Acute Myeloid Leukemia (AML)Â ,Phase 2,6/14/2024,"Phase 2 data presented at EHA trial demonstrated compelling efficacy, with 75% of evaluable newly diagnosed AML patients and 55% of evaluable relapsed/refractory AML patients achieving complete or par",8.0,4.49331,136.2878,2.0,2.16,2.11,0.076961041,0.053540767,0.035034221,0.015467548,1.52944,0.00533,10.90406,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
